Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid,Gold_Spread,Sov_Old_Spread,Sov_New_Upto1973_Spread,Sov_New_Post1974_Spread
2014-03-11,29.76,33.66,219.75,264.96,219.75,264.96,219.75,262.7,-3.9,-45.21,-45.21,-42.95
2014-03-12,30.13,34.05,222.75,268.17,222.75,268.17,222.75,265.9,-3.92,-45.42,-45.42,-43.15
2014-03-14,30.41,34.4,224.93,271.25,224.93,271.25,224.93,268.98,-3.99,-46.32,-46.32,-44.05
2014-03-18,30.03,33.96,221.56,267.49,221.56,267.49,221.56,265.23,-3.93,-45.93,-45.93,-43.67
2014-03-19,29.74,33.62,219.7,264.8,219.7,264.8,219.7,262.54,-3.88,-45.1,-45.1,-42.84
2014-03-20,29.58,33.45,218.82,264.04,218.82,264.04,218.82,261.01,-3.87,-45.22,-45.22,-42.19
2014-03-21,29.77,33.65,219.57,264.94,219.57,264.94,219.57,262.66,-3.88,-45.37,-45.37,-43.09
2014-03-24,29.52,33.37,217.96,263.21,217.96,263.21,217.96,260.93,-3.85,-45.25,-45.25,-42.97
2014-03-26,29.27,33.09,216.38,260.75,216.38,260.75,216.38,258.47,-3.82,-44.37,-44.37,-42.09
2014-03-27,29.06,32.88,214.47,258.75,214.47,258.75,214.47,256.47,-3.82,-44.28,-44.28,-42
2014-04-01,28.66,32.41,211.87,255.27,211.87,255.27,211.87,252.98,-3.75,-43.4,-43.4,-41.11
2014-04-03,28.88,32.64,212.85,257.1,212.85,257.1,212.85,254.82,-3.76,-44.25,-44.25,-41.97
2014-04-07,29.21,33.03,215.92,260.5,215.92,260.5,215.92,258.2,-3.82,-44.58,-44.58,-42.28
2014-04-14,29.42,33.26,217.01,262.07,217.01,262.07,217.01,259.8,-3.84,-45.06,-45.06,-42.79
2014-04-15,29.07,32.86,214.3,259.31,214.3,259.31,214.3,257.03,-3.79,-45.01,-45.01,-42.73
2014-04-16,28.93,32.7,213.34,257.5,213.34,257.5,213.34,255.22,-3.77,-44.16,-44.16,-41.88
2014-04-22,28.69,32.44,211.54,255.64,211.54,255.64,211.54,253.36,-3.75,-44.1,-44.1,-41.82
2014-04-28,29.01,32.8,213.96,258.14,213.96,258.14,213.96,255.87,-3.79,-44.18,-44.18,-41.91
2014-04-29,28.71,32.47,211.96,255.93,211.96,255.93,211.96,253.66,-3.76,-43.97,-43.97,-41.7
2014-05-02,28.47,32.21,210.5,253.62,210.5,253.62,210.5,251.35,-3.74,-43.12,-43.12,-40.85
2014-05-05,28.94,32.71,212.45,256.42,212.45,256.42,212.45,254.16,-3.77,-43.97,-43.97,-41.71
2014-05-06,28.99,32.78,213.76,258.56,213.76,258.56,213.76,256.29,-3.79,-44.8,-44.8,-42.53
2014-05-08,28.51,32.23,210.42,254.18,210.42,254.18,210.42,251.92,-3.72,-43.76,-43.76,-41.5
2014-05-09,28.7,32.44,212,256.08,212,256.08,212,253.8,-3.74,-44.08,-44.08,-41.8
2014-05-13,28.9,32.66,213.53,257.82,213.53,257.82,213.53,255.53,-3.76,-44.29,-44.29,-42
2014-05-14,29.17,33,215.72,260.26,215.72,260.26,215.72,257.97,-3.83,-44.54,-44.54,-42.25
2014-05-16,28.98,32.78,214.08,258.49,214.08,258.49,214.08,256.19,-3.8,-44.41,-44.41,-42.11
2014-05-26,29.18,32.98,215.73,259.71,215.73,259.71,215.73,257.4,-3.8,-43.98,-43.98,-41.67
2014-05-27,28.93,32.7,213.72,257.5,213.72,257.5,213.72,255.19,-3.77,-43.78,-43.78,-41.47
2014-05-28,28.48,32.21,210.49,254.12,210.49,254.12,210.49,251.81,-3.73,-43.63,-43.63,-41.32
2014-06-02,28.1,31.78,207.63,250.31,207.63,250.31,207.63,248,-3.68,-42.68,-42.68,-40.37
2014-06-06,28.24,31.94,208.65,252.1,208.65,252.1,208.65,249.8,-3.7,-43.45,-43.45,-41.15
2014-06-11,28.67,32.41,211.28,255.17,211.28,255.17,211.28,252.84,-3.74,-43.89,-43.89,-41.56
2014-06-13,28.86,32.63,213.06,257.01,213.06,257.01,213.06,254.69,-3.77,-43.95,-43.95,-41.63
2014-06-16,29.12,32.93,214.76,259.62,214.76,259.62,214.76,257.3,-3.81,-44.86,-44.86,-42.54
2014-06-17,28.67,32.43,211.6,255.45,211.6,255.45,211.6,253.13,-3.76,-43.85,-43.85,-41.53
2014-06-19,28.91,32.69,213.25,257.9,213.25,257.9,213.25,255.58,-3.78,-44.65,-44.65,-42.33
2014-06-20,29.66,33.55,219.23,264.18,219.23,264.18,219.23,261.87,-3.89,-44.95,-44.95,-42.64
2014-06-24,29.88,33.77,220.78,266.61,220.78,266.61,220.78,263.53,-3.89,-45.83,-45.83,-42.75
2014-06-25,29.63,33.52,218.81,263.78,218.81,263.78,218.81,261.47,-3.89,-44.97,-44.97,-42.66
2014-06-27,29.8,33.7,219.93,265.68,219.93,265.68,219.93,263.37,-3.9,-45.75,-45.75,-43.44
2014-06-30,29.56,33.42,218.08,263.66,218.08,263.66,218.08,261.36,-3.86,-45.58,-45.58,-43.28
2014-07-01,29.82,33.72,220.48,265.38,220.48,265.38,220.48,263.08,-3.9,-44.9,-44.9,-42.6
2014-07-10,30.27,34.24,223.42,270.15,223.42,270.15,223.42,267.07,-3.97,-46.73,-46.73,-43.65
2014-07-14,29.85,33.76,220.33,266.17,220.33,266.17,220.33,263.86,-3.91,-45.84,-45.84,-43.53
2014-07-15,29.51,33.38,217.9,262.78,217.9,262.78,217.9,260.47,-3.87,-44.88,-44.88,-42.57
2014-07-17,29.64,33.53,218.65,264.56,218.65,264.56,218.65,262.24,-3.89,-45.91,-45.91,-43.59
2014-07-18,29.86,33.77,220.88,266.16,220.88,266.16,220.88,263.84,-3.91,-45.28,-45.28,-42.96
2014-07-21,29.86,33.77,220.88,266.16,220.88,266.16,220.88,263.84,-3.91,-45.28,-45.28,-42.96
2014-07-22,29.72,33.61,219.43,264.62,219.43,264.62,219.43,262.3,-3.89,-45.19,-45.19,-42.87
2014-07-25,29.47,33.32,217.43,262.63,217.43,262.63,217.43,260.29,-3.85,-45.2,-45.2,-42.86
2014-07-28,29.96,33.86,221.02,266.53,221.02,266.53,221.02,264.19,-3.9,-45.51,-45.51,-43.17
2014-07-31,29.71,33.58,219.38,264.88,219.38,264.88,219.38,262.53,-3.87,-45.5,-45.5,-43.15
2014-08-01,29.46,33.32,217.29,262.67,217.29,262.67,217.29,260.32,-3.86,-45.38,-45.38,-43.03
2014-08-04,29.65,33.52,218.84,264.23,218.84,264.23,218.84,261.88,-3.87,-45.39,-45.39,-43.04
2014-08-07,30.01,33.92,221.68,267.33,221.68,267.33,221.68,264.98,-3.91,-45.65,-45.65,-43.3
2014-08-08,30.32,34.3,224.31,270.18,224.31,270.18,224.31,267.83,-3.98,-45.87,-45.87,-43.52
2014-08-11,30,33.92,221.46,267.07,221.46,267.07,221.46,264.72,-3.92,-45.61,-45.61,-43.26
2014-08-14,30.22,34.18,222.8,269.36,222.8,269.36,222.8,267,-3.96,-46.56,-46.56,-44.2
2014-08-18,29.88,33.79,220.77,266.34,220.77,266.34,220.77,263.99,-3.91,-45.57,-45.57,-43.22
2014-08-21,29.68,33.57,219.28,264.28,219.28,264.28,219.28,261.91,-3.89,-45,-45,-42.63
2014-08-26,29.85,33.76,220.3,266.3,220.3,266.3,220.3,263.92,-3.91,-46,-46,-43.62
2014-08-28,30.14,34.07,222.23,268.41,222.23,268.41,222.23,266.02,-3.93,-46.18,-46.18,-43.79
2014-09-02,29.79,33.68,220.23,265.64,220.23,265.64,220.23,263.24,-3.89,-45.41,-45.41,-43.01
2014-09-03,29.54,33.39,218.14,263.33,218.14,263.33,218.14,260.94,-3.85,-45.19,-45.19,-42.8
2014-09-04,29.76,33.65,219.74,265.04,219.74,265.04,219.74,262.65,-3.89,-45.3,-45.3,-42.91
2014-09-05,30.04,33.97,221.8,267.74,221.8,267.74,221.8,265.31,-3.93,-45.94,-45.94,-43.51
2014-09-08,30.2,34.15,223.26,269.28,223.26,269.28,223.26,266.85,-3.95,-46.02,-46.02,-43.59
2014-09-09,29.95,33.87,221.35,266.61,221.35,266.61,221.35,264.16,-3.92,-45.26,-45.26,-42.81
2014-09-10,29.76,33.65,219.38,265.15,219.38,265.15,219.38,262.72,-3.89,-45.77,-45.77,-43.34
2014-09-12,29.34,33.19,216.69,261.53,216.69,261.53,216.69,259.1,-3.85,-44.84,-44.84,-42.41
2014-09-19,29.09,32.89,214.47,259.19,214.47,259.19,214.47,256.75,-3.8,-44.72,-44.72,-42.28
2014-09-24,29.25,33.08,216.27,260.43,216.27,260.43,216.27,258.8,-3.83,-44.16,-44.16,-42.53
2014-09-26,29.49,33.35,218.12,262.66,218.12,262.66,218.12,260.19,-3.86,-44.54,-44.54,-42.07
2014-10-06,29.18,33,215.01,259.91,215.01,259.91,215.01,257.4,-3.82,-44.9,-44.9,-42.39
2014-10-07,29.35,33.2,217.16,261.94,217.16,261.94,217.16,259.44,-3.85,-44.78,-44.78,-42.28
2014-10-09,29.54,33.41,218.09,263.44,218.09,263.44,218.09,260.97,-3.87,-45.35,-45.35,-42.88
2014-10-13,29.87,33.78,220.76,266.44,220.76,266.44,220.76,263.96,-3.91,-45.68,-45.68,-43.2
2014-10-17,29.74,33.64,219.55,264.87,219.55,264.87,219.55,262.41,-3.9,-45.32,-45.32,-42.86
2014-10-21,29.96,33.88,221.47,266.85,221.47,266.85,221.47,264.4,-3.92,-45.38,-45.38,-42.93
2014-10-22,30.15,34.1,222.35,268.85,222.35,268.85,222.35,266.38,-3.95,-46.5,-46.5,-44.03
2014-10-24,29.88,33.8,220.49,266.22,220.49,266.22,220.49,263.74,-3.92,-45.73,-45.73,-43.25
2014-10-29,29.69,33.59,219.04,264.48,219.04,264.48,219.04,262.01,-3.9,-45.44,-45.44,-42.97
2014-10-30,29.43,33.27,216.95,262.63,216.95,262.63,216.95,260.13,-3.84,-45.68,-45.68,-43.18
2014-10-31,28.72,32.48,212.1,255.91,212.1,255.91,212.1,253.4,-3.76,-43.81,-43.81,-41.3
2014-11-05,28.3,32.01,209.13,251.94,209.13,251.94,209.13,250.27,-3.71,-42.81,-42.81,-41.14
2014-11-06,28.11,31.78,207.83,250.59,207.83,250.59,207.83,248.08,-3.67,-42.76,-42.76,-40.25
2014-11-07,28.37,32.09,209.83,253,209.83,253,209.83,250.46,-3.72,-43.17,-43.17,-40.63
2014-11-10,28.9,32.68,213.32,257.37,213.32,257.37,213.32,254.85,-3.78,-44.05,-44.05,-41.53
2014-11-11,28.5,32.24,210.29,254.29,210.29,254.29,210.29,251.76,-3.74,-44,-44,-41.47
2014-11-12,28.73,32.49,211.82,255.79,211.82,255.79,211.82,254.11,-3.76,-43.97,-43.97,-42.29
2014-11-14,28.58,32.33,211,255.02,211,255.02,211,252.49,-3.75,-44.02,-44.02,-41.49
2014-11-17,29.18,32.99,215.29,260.14,215.29,260.14,215.29,257.63,-3.81,-44.85,-44.85,-42.34
2014-11-18,29.48,33.34,217.82,262.96,217.82,262.96,217.82,260.44,-3.86,-45.14,-45.14,-42.62
2014-11-20,29.31,33.14,216.52,261.5,216.52,261.5,216.52,258.99,-3.83,-44.98,-44.98,-42.47
2014-11-24,29.76,33.66,219.48,264.95,219.48,264.95,219.48,263.26,-3.9,-45.47,-45.47,-43.78
2014-11-26,29.57,33.43,218.14,263.34,218.14,263.34,218.14,260.82,-3.86,-45.2,-45.2,-42.68
2014-11-28,29.26,33.1,216.21,260.52,216.21,260.52,216.21,258.83,-3.84,-44.31,-44.31,-42.62
2014-12-01,28.69,32.43,211.91,255.9,211.91,255.9,211.91,253.37,-3.74,-43.99,-43.99,-41.46
2014-12-02,29.54,33.41,217.95,263.22,217.95,263.22,217.95,260.7,-3.87,-45.27,-45.27,-42.75
2014-12-03,29.83,33.74,219.95,266.37,219.95,266.37,219.95,263.82,-3.91,-46.42,-46.42,-43.87
2014-12-04,30.14,34.07,222.73,268.64,222.73,268.64,222.73,266.09,-3.93,-45.91,-45.91,-43.36
2014-12-05,29.91,33.83,220.62,266.21,220.62,266.21,220.62,264.52,-3.92,-45.59,-45.59,-43.9
2014-12-10,30.6,34.59,225.94,272.67,225.94,272.67,225.94,270.13,-3.99,-46.73,-46.73,-44.19
2014-12-11,30.25,34.21,223.56,270.03,223.56,270.03,223.56,267.5,-3.96,-46.47,-46.47,-43.94
2014-12-15,30.09,34.02,221.88,268.24,221.88,268.24,221.88,265.71,-3.93,-46.36,-46.36,-43.83
2014-12-16,29.54,33.41,218.34,263.58,218.34,263.58,218.34,261.06,-3.87,-45.24,-45.24,-42.72
2014-12-18,29.86,33.77,220.47,266.15,220.47,266.15,220.47,263.6,-3.91,-45.68,-45.68,-43.13
2014-12-22,30.1,34.03,222.22,268.26,222.22,268.26,222.22,265.69,-3.93,-46.04,-46.04,-43.47
2014-12-23,29.65,33.54,218.51,264.36,218.51,264.36,218.51,261.79,-3.89,-45.85,-45.85,-43.28
2014-12-29,30.13,34.09,222.36,268.54,222.36,268.54,222.36,265.96,-3.96,-46.18,-46.18,-43.6
2014-12-31,30.36,34.36,223.89,271.13,223.89,271.13,223.89,268.54,-4,-47.24,-47.24,-44.65
2015-01-05,30.83,34.87,228.01,274.35,228.01,274.35,228.01,272.59,-4.04,-46.34,-46.34,-44.58
2015-01-07,31.43,35.55,232.46,280.12,232.46,280.12,232.46,277.47,-4.12,-47.66,-47.66,-45.01
2015-01-09,31.58,35.7,232.98,281.75,232.98,281.75,232.98,279.09,-4.12,-48.77,-48.77,-46.11
2015-01-12,31.81,35.97,234.48,283.21,234.48,283.21,234.48,280.55,-4.16,-48.73,-48.73,-46.07
2015-01-13,32.12,36.32,237.54,286.53,237.54,286.53,237.54,283.88,-4.2,-48.99,-48.99,-46.34
2015-01-14,32.01,36.21,236.67,284.83,236.67,284.83,236.67,283.05,-4.2,-48.16,-48.16,-46.38
2015-01-15,32.54,36.8,240.32,289.88,240.32,289.88,240.32,287.19,-4.26,-49.56,-49.56,-46.87
2015-01-16,33.26,37.62,245.92,296.02,245.92,296.02,245.92,294.21,-4.36,-50.1,-50.1,-48.29
2015-01-19,33.98,38.4,250.75,302.25,250.75,302.25,250.75,299.53,-4.42,-51.5,-51.5,-48.78
2015-01-20,34.2,38.67,252.27,304.63,252.27,304.63,252.27,301.92,-4.47,-52.36,-52.36,-49.65
2015-01-21,34.55,39.07,254.71,308.23,254.71,308.23,254.71,304.6,-4.52,-53.52,-53.52,-49.89
2015-01-22,34.09,38.53,251.27,303.54,251.27,303.54,251.27,300.84,-4.44,-52.27,-52.27,-49.57
2015-01-23,35.15,39.75,259.49,313.2,259.49,313.2,259.49,310.42,-4.6,-53.71,-53.71,-50.93
2015-01-26,35.21,39.79,259.59,313.58,259.59,313.58,259.59,310.78,-4.58,-53.99,-53.99,-51.19
2015-01-27,34.83,39.36,257.24,309.94,257.24,309.94,257.24,307.15,-4.53,-52.7,-52.7,-49.91
2015-01-29,34.71,39.24,256.42,309.08,256.42,309.08,256.42,306.29,-4.53,-52.66,-52.66,-49.87
2015-01-30,34.18,38.66,252.2,304.49,252.2,304.49,252.2,301.72,-4.48,-52.29,-52.29,-49.52
2015-02-02,34.68,39.19,256.01,308.59,256.01,308.59,256.01,305.81,-4.51,-52.58,-52.58,-49.8
2015-02-04,33.83,38.26,250,301.72,250,301.72,250,298.98,-4.43,-51.72,-51.72,-48.98
2015-02-05,33.93,38.38,251,302,251,302,251,299.25,-4.45,-51,-51,-48.25
2015-02-09,33.58,37.97,247.93,299.04,247.93,299.04,247.93,296.26,-4.39,-51.11,-51.11,-48.33
2015-02-10,33.77,38.16,249.72,300.95,249.72,300.95,249.72,298.18,-4.39,-51.23,-51.23,-48.46
2015-02-11,33.63,38.03,248.26,299.43,248.26,299.43,248.26,296.65,-4.4,-51.17,-51.17,-48.39
2015-02-12,33.2,37.54,244.91,295.9,244.91,295.9,244.91,293.12,-4.34,-50.99,-50.99,-48.21
2015-02-17,32.97,37.27,243.32,293.98,243.32,293.98,243.32,291.21,-4.3,-50.66,-50.66,-47.89
2015-02-18,32.59,36.85,240.28,290.69,240.28,290.69,240.28,287.93,-4.26,-50.41,-50.41,-47.65
2015-02-19,32.76,37.04,241.76,292.22,241.76,292.22,241.76,289.47,-4.28,-50.46,-50.46,-47.71
2015-02-24,32.49,36.74,239.64,289.37,239.64,289.37,239.64,286.59,-4.25,-49.73,-49.73,-46.95
2015-02-25,32.78,37.06,241.6,292.28,241.6,292.28,241.6,289.51,-4.28,-50.68,-50.68,-47.91
2015-02-27,33.17,37.52,245.32,295.71,245.32,295.71,245.32,292.91,-4.35,-50.39,-50.39,-47.59
2015-03-02,33.34,37.7,246.09,297.45,246.09,297.45,246.09,294.65,-4.36,-51.36,-51.36,-48.56
2015-03-09,33.14,37.46,244.29,294.66,244.29,294.66,244.29,292.74,-4.32,-50.37,-50.37,-48.45
2015-03-11,33.47,37.85,247.16,298.37,247.16,298.37,247.16,295.43,-4.38,-51.21,-51.21,-48.27
2015-03-12,33.56,37.94,247.73,299.19,247.73,299.19,247.73,296.23,-4.38,-51.46,-51.46,-48.5
2015-03-16,33.93,38.37,250.75,302.7,250.75,302.7,250.75,299.71,-4.44,-51.95,-51.95,-48.96
2015-03-17,33.6,37.99,248.45,299.2,248.45,299.2,248.45,296.22,-4.39,-50.75,-50.75,-47.77
2015-03-18,33.39,37.76,246.93,297.51,246.93,297.51,246.93,294.53,-4.37,-50.58,-50.58,-47.6
2015-03-20,33.63,38.04,248.24,299.55,248.24,299.55,248.24,296.6,-4.41,-51.31,-51.31,-48.36
2015-03-24,33.39,37.75,246.3,297.65,246.3,297.65,246.3,294.77,-4.36,-51.35,-51.35,-48.47
2015-03-26,33.71,38.09,248.7,300.03,248.7,300.03,248.7,297.17,-4.38,-51.33,-51.33,-48.47
2015-03-27,34,38.43,250.94,302.73,250.94,302.73,250.94,299.84,-4.43,-51.79,-51.79,-48.9
2015-03-30,33.79,38.2,249.43,301.17,249.43,301.17,249.43,298.27,-4.41,-51.74,-51.74,-48.84
2015-04-02,34.35,38.82,253.6,305.93,253.6,305.93,253.6,303.01,-4.47,-52.33,-52.33,-49.41
2015-04-03,33.97,38.4,249.27,300.97,249.27,300.97,249.27,298.08,-4.43,-51.7,-51.7,-48.81
2015-04-06,34.09,38.55,251.52,304,251.52,304,251.52,301.14,-4.46,-52.48,-52.48,-49.62
2015-04-08,34.32,38.79,253.62,305.7,253.62,305.7,253.62,302.8,-4.47,-52.08,-52.08,-49.18
2015-04-14,34.93,39.48,257.96,311.31,257.96,311.31,257.96,308.33,-4.55,-53.35,-53.35,-50.37
2015-04-15,34.52,39.04,255.2,307.13,255.2,307.13,255.2,305.16,-4.52,-51.93,-51.93,-49.96
2015-04-16,34.88,39.44,257.88,310.96,257.88,310.96,257.88,308,-4.56,-53.08,-53.08,-50.12
2015-04-17,34.21,38.69,252.64,304.9,252.64,304.9,252.64,301.98,-4.48,-52.26,-52.26,-49.34
2015-04-24,33.92,38.33,250.12,302.13,250.12,302.13,250.12,299.22,-4.41,-52.01,-52.01,-49.1
2015-04-27,33.5,37.89,247.07,298.71,247.07,298.71,247.07,295.81,-4.39,-51.64,-51.64,-48.74
2015-04-28,33.95,38.38,250.37,302.17,250.37,302.17,250.37,299.28,-4.43,-51.8,-51.8,-48.91
2015-04-30,33.03,37.32,243.39,294.57,243.39,294.57,243.39,291.77,-4.29,-51.18,-51.18,-48.38
2015-05-04,32.53,36.77,240.46,289.67,240.46,289.67,240.46,286.86,-4.24,-49.21,-49.21,-46.4
2015-05-05,32.76,37.05,241.72,292.13,241.72,292.13,241.72,289.31,-4.29,-50.41,-50.41,-47.59
2015-05-07,32.18,36.41,237.26,286.75,237.26,286.75,237.26,283.97,-4.23,-49.49,-49.49,-46.71
2015-05-08,32.45,36.71,239.99,289.11,239.99,289.11,239.99,286.3,-4.26,-49.12,-49.12,-46.31
2015-05-11,32.75,37.04,242.27,291.73,242.27,291.73,242.27,288.91,-4.29,-49.46,-49.46,-46.64
2015-05-12,32.58,36.84,240.09,290.29,240.09,290.29,240.09,287.48,-4.26,-50.2,-50.2,-47.39
2015-05-14,32.84,37.14,242.09,292.75,242.09,292.75,242.09,289.98,-4.3,-50.66,-50.66,-47.89
2015-05-18,33.13,37.45,244.76,295.47,244.76,295.47,244.76,292.71,-4.32,-50.71,-50.71,-47.95
2015-05-19,33.57,37.95,248.24,298.97,248.24,298.97,248.24,296.15,-4.38,-50.73,-50.73,-47.91
2015-05-20,33.38,37.73,246.25,297.89,246.25,297.89,246.25,295.07,-4.35,-51.64,-51.64,-48.82
2015-05-25,33.71,38.11,248.63,299.95,248.63,299.95,248.63,298.04,-4.4,-51.32,-51.32,-49.41
2015-05-26,33.88,38.31,249.75,302.25,249.75,302.25,249.75,299.38,-4.43,-52.5,-52.5,-49.63
2015-05-27,33.52,37.91,247.82,298.4,247.82,298.4,247.82,296.48,-4.39,-50.58,-50.58,-48.66
2015-06-02,33.4,37.77,247.12,297.55,247.12,297.55,247.12,294.68,-4.37,-50.43,-50.43,-47.56
2015-06-03,32.83,37.13,242.59,292.93,242.59,292.93,242.59,290.11,-4.3,-50.34,-50.34,-47.52
2015-06-04,32.03,36.21,236.24,285.64,236.24,285.64,236.24,282.87,-4.18,-49.4,-49.4,-46.63
2015-06-05,32.28,36.51,238.23,288.17,238.23,288.17,238.23,285.37,-4.23,-49.94,-49.94,-47.14
2015-06-09,32.01,36.17,236.26,284.86,236.26,284.86,236.26,282.08,-4.16,-48.6,-48.6,-45.82
2015-06-10,32.16,36.35,237.4,286.12,237.4,286.12,237.4,284.26,-4.19,-48.72,-48.72,-46.86
2015-06-11,32.27,36.5,238.13,287.8,238.13,287.8,238.13,285.01,-4.23,-49.67,-49.67,-46.88
2015-06-19,32.5,36.75,239.67,289.28,239.67,289.28,239.67,286.51,-4.25,-49.61,-49.61,-46.84
2015-06-26,32.29,36.51,237.96,287.98,237.96,287.98,237.96,285.17,-4.22,-50.02,-50.02,-47.21
2015-07-20,31.43,35.56,232.22,280.13,232.22,280.13,232.22,277.22,-4.13,-47.91,-47.91,-45
2015-07-22,30.74,34.76,227.09,274.34,227.09,274.34,227.09,271.46,-4.02,-47.25,-47.25,-44.37
2015-07-24,30.37,34.36,223.81,270.77,223.81,270.77,223.81,267.9,-3.99,-46.96,-46.96,-44.09
2015-07-27,30.65,34.66,226.63,272.69,226.63,272.69,226.63,270.79,-4.01,-46.06,-46.06,-44.16
2015-07-28,30.39,34.4,224.21,270.86,224.21,270.86,224.21,268.02,-4.01,-46.65,-46.65,-43.81
2015-07-30,30.63,34.64,226.42,272.57,226.42,272.57,226.42,270.66,-4.01,-46.15,-46.15,-44.24
2015-07-31,30.29,34.27,223.68,269.65,223.68,269.65,223.68,267.74,-3.98,-45.97,-45.97,-44.06
2015-08-03,30.67,34.68,226.26,273.34,226.26,273.34,226.26,270.47,-4.01,-47.08,-47.08,-44.21
2015-08-04,30.48,34.47,225.24,271.4,225.24,271.4,225.24,269.48,-3.99,-46.16,-46.16,-44.24
2015-08-05,30.74,34.76,226.81,274.26,226.81,274.26,226.81,271.37,-4.02,-47.45,-47.45,-44.56
2015-08-06,30.54,34.55,225.86,272.14,225.86,272.14,225.86,270.22,-4.01,-46.28,-46.28,-44.36
2015-08-11,30.82,34.83,227.36,274.53,227.36,274.53,227.36,272.62,-4.01,-47.17,-47.17,-45.26
2015-08-13,30.82,34.83,227.36,274.53,227.36,274.53,227.36,272.62,-4.01,-47.17,-47.17,-45.26
2015-08-13,30.97,35.02,228.46,276.17,228.46,276.17,228.46,273.34,-4.05,-47.71,-47.71,-44.88
2015-08-14,30.68,34.69,226.28,273.79,226.28,273.79,226.28,270.97,-4.01,-47.51,-47.51,-44.69
2015-08-17,30.95,35,228.46,275.34,228.46,275.34,228.46,273.45,-4.05,-46.88,-46.88,-44.99
2015-08-18,31.11,35.18,230.07,277.16,230.07,277.16,230.07,274.32,-4.07,-47.09,-47.09,-44.25
2015-08-20,31.42,35.56,232,279.92,232,279.92,232,278.04,-4.14,-47.92,-47.92,-46.04
2015-08-21,31.71,35.87,234.07,282.61,234.07,282.61,234.07,279.82,-4.16,-48.54,-48.54,-45.75
2015-08-24,31.11,35.18,229.78,277.55,229.78,277.55,229.78,274.81,-4.07,-47.77,-47.77,-45.03
2015-08-25,30.74,34.74,227.02,273.44,227.02,273.44,227.02,271.63,-4,-46.42,-46.42,-44.61
2015-08-26,30.32,34.29,223.93,270.33,223.93,270.33,223.93,267.59,-3.97,-46.4,-46.4,-43.66
2015-08-27,30.56,34.55,225.83,271.81,225.83,271.81,225.83,269.97,-3.99,-45.98,-45.98,-44.14
2015-08-28,30.87,34.92,227.61,274.89,227.61,274.89,227.61,273.03,-4.05,-47.28,-47.28,-45.42
2015-09-01,31.17,35.24,230.1,277.51,230.1,277.51,230.1,275.65,-4.07,-47.41,-47.41,-45.55
2015-09-03,31.02,35.08,229.28,276.77,229.28,276.77,229.28,273.96,-4.06,-47.49,-47.49,-44.68
2015-09-08,30.75,34.77,226.97,274.37,226.97,274.37,226.97,271.56,-4.02,-47.4,-47.4,-44.59
2015-09-09,30.92,34.97,228.65,275.33,228.65,275.33,228.65,273.45,-4.05,-46.68,-46.68,-44.8
2015-09-10,30.34,34.3,224.11,270.36,224.11,270.36,224.11,267.56,-3.96,-46.25,-46.25,-43.45
2015-09-14,30.04,33.97,221.65,267.4,221.65,267.4,221.65,265.55,-3.93,-45.75,-45.75,-43.9
2015-09-17,30.48,34.48,225.16,272.18,225.16,272.18,225.16,269.4,-4,-47.02,-47.02,-44.24
2015-09-21,30.93,34.98,228.38,275.57,228.38,275.57,228.38,272.79,-4.05,-47.19,-47.19,-44.41
2015-09-22,31.12,35.18,229.79,277.38,229.79,277.38,229.79,274.58,-4.06,-47.59,-47.59,-44.79
2015-09-25,31.58,35.71,233.13,281.03,233.13,281.03,233.13,279.16,-4.13,-47.9,-47.9,-46.03
2015-09-28,31.33,35.43,231.19,278.94,231.19,278.94,231.19,277.07,-4.1,-47.75,-47.75,-45.88
2015-09-29,30.83,34.87,227.58,274.85,227.58,274.85,227.58,272.06,-4.04,-47.27,-47.27,-44.48
2015-10-02,30.59,34.62,225.86,272.34,225.86,272.34,225.86,270.46,-4.03,-46.48,-46.48,-44.6
2015-10-05,31.07,35.14,229.02,276.46,229.02,276.46,229.02,274.59,-4.07,-47.44,-47.44,-45.57
2015-10-06,31.23,35.32,231.04,278.77,231.04,278.77,231.04,275.96,-4.09,-47.73,-47.73,-44.92
2015-10-14,31.68,35.82,233.74,281.96,233.74,281.96,233.74,280.11,-4.14,-48.22,-48.22,-46.37
2015-10-16,31.91,36.07,235.53,283.99,235.53,283.99,235.53,282.14,-4.16,-48.46,-48.46,-46.61
2015-10-19,31.72,35.87,234.18,282.49,234.18,282.49,234.18,279.72,-4.15,-48.31,-48.31,-45.54
2015-10-21,31.87,36.04,235.19,283.57,235.19,283.57,235.19,281.73,-4.17,-48.38,-48.38,-46.54
2015-10-22,31.62,35.78,233.09,281.42,233.09,281.42,233.09,279.57,-4.16,-48.33,-48.33,-46.48
2015-10-23,32.32,36.58,238.73,288.09,238.73,288.09,238.73,285.25,-4.26,-49.36,-49.36,-46.52
2015-10-26,32.47,36.71,239.46,289.09,239.46,289.09,239.46,287.19,-4.24,-49.63,-49.63,-47.73
2015-10-27,32.39,36.63,238.88,288.4,238.88,288.4,238.88,286.5,-4.24,-49.52,-49.52,-47.62
2015-10-29,32.66,36.93,240.82,290.87,240.82,290.87,240.82,287.99,-4.27,-50.05,-50.05,-47.17
