Reference_Date,Gold_Ask_995,Gold_Bid_995,Sov_Old_Ask,Sov_Old_Bid,Sov_New_Upto1973_Ask,Sov_New_Upto1973_Bid,Sov_New_Post1974_Ask,Sov_New_Post1974_Bid,Gold_Spread,Sov_Old_Spread,Sov_New_Upto1973_Spread,Sov_New_Post1974_Spread
2010-09-17,29.91,33.82,220.86,266.29,220.86,266.29,220.86,266.29,-3.91,-45.43,-45.43,-45.43
2010-09-20,30.14,34.06,222.51,268.17,222.51,268.17,222.51,268.17,-3.92,-45.66,-45.66,-45.66
2010-09-22,29.79,33.69,220.33,265.33,220.33,265.33,220.33,265.33,-3.9,-45,-45,-45
2010-09-23,29.64,33.52,218.65,264.11,218.65,264.11,218.65,264.11,-3.88,-45.46,-45.46,-45.46
2010-09-24,29.85,33.75,220.35,266.05,220.35,266.05,220.35,266.05,-3.9,-45.7,-45.7,-45.7
2010-09-27,29.61,33.48,218.88,264.16,218.88,264.16,218.88,264.16,-3.87,-45.28,-45.28,-45.28
2010-10-04,29.44,33.29,217.06,262.34,217.06,262.34,217.06,262.34,-3.85,-45.28,-45.28,-45.28
2010-10-05,29.62,33.49,218.34,263.88,218.34,263.88,218.34,263.88,-3.87,-45.54,-45.54,-45.54
2010-10-06,29.95,33.86,220.87,266.97,220.87,266.97,220.87,266.97,-3.91,-46.1,-46.1,-46.1
2010-10-08,29.42,33.27,216.98,262.58,216.98,262.58,216.98,262.58,-3.85,-45.6,-45.6,-45.6
2010-10-11,29.76,33.65,220.01,264.98,220.01,264.98,220.01,264.98,-3.89,-44.97,-44.97,-44.97
2010-10-14,30.13,34.06,222.77,268.45,222.77,268.45,222.77,268.45,-3.93,-45.68,-45.68,-45.68
2010-10-20,29.93,33.83,221.2,266.7,221.2,266.7,221.2,266.7,-3.9,-45.5,-45.5,-45.5
2010-10-21,29.64,33.53,218.93,263.97,218.93,263.97,218.93,263.97,-3.89,-45.04,-45.04,-45.04
2010-10-22,29.29,33.13,216.66,260.78,216.66,260.78,216.66,260.78,-3.84,-44.12,-44.12,-44.12
2010-10-26,29.48,33.33,217.53,262.39,217.53,262.39,217.53,262.39,-3.85,-44.86,-44.86,-44.86
2010-10-27,29.69,33.58,218.95,264.96,218.95,264.96,218.95,264.96,-3.89,-46.01,-46.01,-46.01
2010-11-01,29.96,33.87,221.32,267.11,221.32,267.11,221.32,267.11,-3.91,-45.79,-45.79,-45.79
2010-11-03,29.75,33.63,219.65,265.29,219.65,265.29,219.65,265.29,-3.88,-45.64,-45.64,-45.64
2010-11-04,29.51,33.38,217.92,263.21,217.92,263.21,217.92,263.21,-3.87,-45.29,-45.29,-45.29
2010-11-05,30.09,34.02,222.33,268.46,222.33,268.46,222.33,268.46,-3.93,-46.13,-46.13,-46.13
2010-11-08,30.63,34.64,226,272.89,226,272.89,226,272.89,-4.01,-46.89,-46.89,-46.89
2010-11-09,31.33,35.42,231.21,279.42,231.21,279.42,231.21,279.42,-4.09,-48.21,-48.21,-48.21
2010-11-15,30.68,34.68,226.43,273.25,226.43,273.25,226.43,273.25,-4,-46.82,-46.82,-46.82
2010-11-17,30.47,34.45,224.83,271.17,224.83,271.17,224.83,271.17,-3.98,-46.34,-46.34,-46.34
2010-11-23,30.75,34.76,227.07,274.13,227.07,274.13,227.07,274.13,-4.01,-47.06,-47.06,-47.06
2010-11-24,31.58,35.71,233.22,281.12,233.22,281.12,233.22,281.12,-4.13,-47.9,-47.9,-47.9
2010-11-30,32.37,36.6,239.15,288.37,239.15,288.37,239.15,288.37,-4.23,-49.22,-49.22,-49.22
2010-12-01,32.88,37.17,243.08,292.56,243.08,292.56,243.08,292.56,-4.29,-49.48,-49.48,-49.48
2010-12-02,32.63,36.89,241.29,290.41,241.29,290.41,241.29,290.41,-4.26,-49.12,-49.12,-49.12
2010-12-03,32.36,36.59,238.68,288.17,238.68,288.17,238.68,288.17,-4.23,-49.49,-49.49,-49.49
2010-12-06,32.55,36.8,240.81,290.1,240.81,290.1,240.81,290.1,-4.25,-49.29,-49.29,-49.29
2010-12-07,32.75,37.03,241.64,291.78,241.64,291.78,241.64,291.78,-4.28,-50.14,-50.14,-50.14
2010-12-08,32.4,36.64,239.53,289.08,239.53,289.08,239.53,289.08,-4.24,-49.55,-49.55,-49.55
2010-12-09,32.07,36.26,237.15,285.53,237.15,285.53,237.15,285.53,-4.19,-48.38,-48.38,-48.38
2010-12-10,32.28,36.49,238.13,287.51,238.13,287.51,238.13,287.51,-4.21,-49.38,-49.38,-49.38
2010-12-17,31.85,36,235.35,283.68,235.35,283.68,235.35,283.68,-4.15,-48.33,-48.33,-48.33
2010-12-20,32.35,36.58,238.99,288.64,238.99,288.64,238.99,288.64,-4.23,-49.65,-49.65,-49.65
2010-12-29,32.92,37.22,243.32,293.33,243.32,293.33,243.32,293.33,-4.3,-50.01,-50.01,-50.01
2010-12-31,32.56,36.81,240.18,290.34,240.18,290.34,240.18,290.34,-4.25,-50.16,-50.16,-50.16
2011-01-03,32.85,37.14,242.6,292.93,242.6,292.93,242.6,292.93,-4.29,-50.33,-50.33,-50.33
2011-01-04,32.64,36.9,240.87,290.96,240.87,290.96,240.87,290.96,-4.26,-50.09,-50.09,-50.09
2011-01-05,32.06,36.25,237.07,285.54,237.07,285.54,237.07,285.54,-4.19,-48.47,-48.47,-48.47
2011-01-07,32.43,36.66,239.19,289.32,239.19,289.32,239.19,289.32,-4.23,-50.13,-50.13,-50.13
2011-01-10,32.75,37.02,241.56,292.07,241.56,292.07,241.56,292.07,-4.27,-50.51,-50.51,-50.51
2011-01-13,32.53,36.78,240.1,289.99,240.1,289.99,240.1,289.99,-4.25,-49.89,-49.89,-49.89
2011-01-14,31.33,35.43,231.04,279.48,231.04,279.48,231.04,279.48,-4.1,-48.44,-48.44,-48.44
2011-01-18,31.53,35.66,232.57,281.44,232.57,281.44,232.57,281.44,-4.13,-48.87,-48.87,-48.87
2011-01-19,31.34,35.44,231.84,279.46,231.84,279.46,231.84,279.46,-4.1,-47.62,-47.62,-47.62
2011-01-21,30.71,34.71,226.84,273.38,226.84,273.38,226.84,273.38,-4,-46.54,-46.54,-46.54
2011-01-25,30.02,33.94,221.79,267.62,221.79,267.62,221.79,267.62,-3.92,-45.83,-45.83,-45.83
2011-01-28,29.41,33.25,217.12,262.51,217.12,262.51,217.12,262.51,-3.84,-45.39,-45.39,-45.39
2011-01-31,30.16,34.09,222.38,268.32,222.38,268.32,222.38,268.32,-3.93,-45.94,-45.94,-45.94
2011-02-02,29.77,33.66,220.15,265.44,220.15,265.44,220.15,265.44,-3.89,-45.29,-45.29,-45.29
2011-02-04,30.47,34.45,224.9,271.72,224.9,271.72,224.9,271.72,-3.98,-46.82,-46.82,-46.82
2011-02-09,30.72,34.74,226.87,273.78,226.87,273.78,226.87,273.78,-4.02,-46.91,-46.91,-46.91
2011-02-10,30.56,34.56,225.4,272.12,225.4,272.12,225.4,272.12,-4,-46.72,-46.72,-46.72
2011-02-11,30.9,34.94,228.37,275.59,228.37,275.59,228.37,275.59,-4.04,-47.22,-47.22,-47.22
2011-02-16,31.23,35.31,230.37,278.57,230.37,278.57,230.37,278.57,-4.08,-48.2,-48.2,-48.2
2011-02-22,31.71,35.85,234.41,282.71,234.41,282.71,234.41,282.71,-4.14,-48.3,-48.3,-48.3
2011-02-24,31.45,35.57,232.02,280.5,232.02,280.5,232.02,280.5,-4.12,-48.48,-48.48,-48.48
2011-02-25,31.31,35.41,231.25,278.81,231.25,278.81,231.25,278.81,-4.1,-47.56,-47.56,-47.56
2011-02-28,31.59,35.72,233.58,281.4,233.58,281.4,233.58,281.4,-4.13,-47.82,-47.82,-47.82
2011-03-02,31.97,36.14,235.86,284.61,235.86,284.61,235.86,284.61,-4.17,-48.75,-48.75,-48.75
2011-03-03,31.57,35.7,233.15,281.44,233.15,281.44,233.15,281.44,-4.13,-48.29,-48.29,-48.29
2011-03-04,31.23,35.31,230.93,278.13,230.93,278.13,230.93,278.13,-4.08,-47.2,-47.2,-47.2
2011-03-08,31.44,35.56,232.02,279.98,232.02,279.98,232.02,279.98,-4.12,-47.96,-47.96,-47.96
2011-03-10,31.69,35.84,233.82,282.16,233.82,282.16,233.82,282.16,-4.15,-48.34,-48.34,-48.34
2011-03-11,31.42,35.52,231.85,280.18,231.85,280.18,231.85,280.18,-4.1,-48.33,-48.33,-48.33
2011-03-15,31.23,35.31,230.81,278.07,230.81,278.07,230.81,278.07,-4.08,-47.26,-47.26,-47.26
2011-03-16,30.74,34.75,227.15,274.07,227.15,274.07,227.15,274.07,-4.01,-46.92,-46.92,-46.92
2011-03-21,30.97,35.01,228.89,276.21,228.89,276.21,228.89,276.21,-4.04,-47.32,-47.32,-47.32
2011-03-24,31.39,35.49,231.69,280.14,231.69,280.14,231.69,280.14,-4.1,-48.45,-48.45,-48.45
2011-03-28,31.18,35.24,230.06,277.72,230.06,277.72,230.06,277.72,-4.06,-47.66,-47.66,-47.66
2011-03-29,30.97,35.01,228.66,276.14,228.66,276.14,228.66,276.14,-4.04,-47.48,-47.48,-47.48
2011-04-06,31.36,35.46,231.65,279.68,231.65,279.68,231.65,279.68,-4.1,-48.03,-48.03,-48.03
2011-04-12,31.09,35.15,229.31,276.86,229.31,276.86,229.31,276.86,-4.06,-47.55,-47.55,-47.55
2011-04-15,31.32,35.42,231.69,279.25,231.69,279.25,231.69,279.25,-4.1,-47.56,-47.56,-47.56
2011-04-18,31.8,35.96,234.61,283.29,234.61,283.29,234.61,283.29,-4.16,-48.68,-48.68,-48.68
2011-04-19,32.17,36.39,237.8,287.04,237.8,287.04,237.8,287.04,-4.22,-49.24,-49.24,-49.24
2011-04-20,32.05,36.23,236.45,285.21,236.45,285.21,236.45,285.21,-4.18,-48.76,-48.76,-48.76
2011-04-21,31.78,35.94,234.88,283.13,234.88,283.13,234.88,283.13,-4.16,-48.25,-48.25,-48.25
2011-04-27,31.58,35.71,233.56,281.46,233.56,281.46,233.56,281.46,-4.13,-47.9,-47.9,-47.9
2011-04-29,31.8,35.96,234.73,283.81,234.73,283.81,234.73,283.81,-4.16,-49.08,-49.08,-49.08
2011-05-02,32.19,36.42,238.01,286.67,238.01,286.67,238.01,286.67,-4.23,-48.66,-48.66,-48.66
2011-05-04,31.84,36,235.15,283.61,235.15,283.61,235.15,283.61,-4.16,-48.46,-48.46,-48.46
2011-05-05,31.48,35.6,232.25,280.4,232.25,280.4,232.25,280.4,-4.12,-48.15,-48.15,-48.15
2011-05-09,32.13,36.32,236.96,286.46,236.96,286.46,236.96,286.46,-4.19,-49.5,-49.5,-49.5
2011-05-10,32.41,36.66,239.52,288.62,239.52,288.62,239.52,288.62,-4.25,-49.1,-49.1,-49.1
2011-05-18,32.16,36.36,237.65,286.77,237.65,286.77,237.65,286.77,-4.2,-49.12,-49.12,-49.12
2011-05-23,32.99,37.3,243.77,293.73,243.77,293.73,243.77,293.73,-4.31,-49.96,-49.96,-49.96
2011-05-24,33.17,37.51,245.34,295.42,245.34,295.42,245.34,295.42,-4.34,-50.08,-50.08,-50.08
2011-05-25,33.35,37.71,246.27,297.19,246.27,297.19,246.27,297.19,-4.36,-50.92,-50.92,-50.92
2011-05-26,33.05,37.37,244.19,294.68,244.19,294.68,244.19,294.68,-4.32,-50.49,-50.49,-50.49
2011-05-27,32.91,37.21,242.93,293.17,242.93,293.17,242.93,293.17,-4.3,-50.24,-50.24,-50.24
2011-05-30,33.09,37.41,244.65,294.94,244.65,294.94,244.65,294.94,-4.32,-50.29,-50.29,-50.29
2011-05-31,32.86,37.15,242.7,292.59,242.7,292.59,242.7,292.59,-4.29,-49.89,-49.89,-49.89
2011-06-01,32.6,36.86,241.15,290.82,241.15,290.82,241.15,290.82,-4.26,-49.67,-49.67,-49.67
2011-06-02,32.96,37.26,243.63,293.62,243.63,293.62,243.63,293.62,-4.3,-49.99,-49.99,-49.99
2011-06-03,32.49,36.74,240.35,289.86,240.35,289.86,240.35,289.86,-4.25,-49.51,-49.51,-49.51
2011-06-08,32.31,36.54,238.73,287.73,238.73,287.73,238.73,287.73,-4.23,-49,-49,-49
2011-06-10,32.73,37,241.66,291.97,241.66,291.97,241.66,291.97,-4.27,-50.31,-50.31,-50.31
2011-06-14,32.36,36.63,239.14,288.69,239.14,288.69,239.14,288.69,-4.27,-49.55,-49.55,-49.55
2011-06-16,33.2,37.54,245.61,296.29,245.61,296.29,245.61,296.29,-4.34,-50.68,-50.68,-50.68
2011-06-21,33.06,37.37,244.04,294.85,244.04,294.85,244.04,294.85,-4.31,-50.81,-50.81,-50.81
2011-06-24,32.84,37.13,242.67,292.86,242.67,292.86,242.67,292.86,-4.29,-50.19,-50.19,-50.19
2011-06-27,32.68,36.95,241.56,291.27,241.56,291.27,241.56,291.27,-4.27,-49.71,-49.71,-49.71
2011-06-28,32.25,36.47,238.33,287.48,238.33,287.48,238.33,287.48,-4.22,-49.15,-49.15,-49.15
2011-06-30,32.07,36.26,237.11,285.63,237.11,285.63,237.11,285.63,-4.19,-48.52,-48.52,-48.52
2011-07-01,31.8,35.95,235.02,283.4,235.02,283.4,235.02,283.4,-4.15,-48.38,-48.38,-48.38
2011-07-04,31.55,35.68,232.97,281.13,232.97,281.13,232.97,281.13,-4.13,-48.16,-48.16,-48.16
2011-07-05,31.76,35.91,234.34,282.78,234.34,282.78,234.34,282.78,-4.15,-48.44,-48.44,-48.44
2011-07-06,32.24,36.46,238.13,287.58,238.13,287.58,238.13,287.58,-4.22,-49.45,-49.45,-49.45
2011-07-07,32.9,37.19,243.16,293.25,243.16,293.25,243.16,293.25,-4.29,-50.09,-50.09,-50.09
2011-07-11,33.5,37.88,247.43,298.83,247.43,298.83,247.43,298.83,-4.38,-51.4,-51.4,-51.4
2011-07-12,34.17,38.64,252.26,304.55,252.26,304.55,252.26,304.55,-4.47,-52.29,-52.29,-52.29
2011-07-13,34.39,38.88,253.76,306.81,253.76,306.81,253.76,306.81,-4.49,-53.05,-53.05,-53.05
2011-07-14,34.23,38.7,253.12,304.79,253.12,304.79,253.12,304.79,-4.47,-51.67,-51.67,-51.67
2011-07-15,34.36,38.84,253.9,306.48,253.9,306.48,253.9,306.48,-4.48,-52.58,-52.58,-52.58
2011-07-18,34.87,39.41,257.74,310.8,257.74,310.8,257.74,310.8,-4.54,-53.06,-53.06,-53.06
2011-07-20,34.57,39.08,255.7,308.45,255.7,308.45,255.7,308.45,-4.51,-52.75,-52.75,-52.75
2011-07-22,33.95,38.38,250.74,302.57,250.74,302.57,250.74,302.57,-4.43,-51.83,-51.83,-51.83
2011-07-25,34.54,39.05,255.17,308.05,255.17,308.05,255.17,308.05,-4.51,-52.88,-52.88,-52.88
2011-07-26,34.32,38.79,253.44,305.96,253.44,305.96,253.44,305.96,-4.47,-52.52,-52.52,-52.52
2011-07-28,34.58,39.09,255.41,308.34,255.41,308.34,255.41,308.34,-4.51,-52.93,-52.93,-52.93
2011-08-02,34.99,39.56,258.74,312.15,258.74,312.15,258.74,312.15,-4.57,-53.41,-53.41,-53.41
2011-08-03,35.87,40.55,265.06,319.71,265.06,319.71,265.06,319.71,-4.68,-54.65,-54.65,-54.65
2011-08-05,36.14,40.85,266.85,321.87,266.85,321.87,266.85,321.87,-4.71,-55.02,-55.02,-55.02
2011-08-08,36.58,41.35,269.87,326,269.87,326,269.87,326,-4.77,-56.13,-56.13,-56.13
2011-08-09,37.97,42.91,280.64,338.43,280.64,338.43,280.64,338.43,-4.94,-57.79,-57.79,-57.79
2011-08-10,37.59,42.5,277.82,335.13,277.82,335.13,277.82,335.13,-4.91,-57.31,-57.31,-57.31
2011-08-11,38.74,43.79,286.3,345.19,286.3,345.19,286.3,345.19,-5.05,-58.89,-58.89,-58.89
2011-08-12,38.2,43.19,282.21,340.22,282.21,340.22,282.21,340.22,-4.99,-58.01,-58.01,-58.01
2011-08-16,37.67,42.58,278.45,335.59,278.45,335.59,278.45,335.59,-4.91,-57.14,-57.14,-57.14
2011-08-17,38.1,43.07,281.37,339.45,281.37,339.45,281.37,339.45,-4.97,-58.08,-58.08,-58.08
2011-08-19,39.61,44.77,292.25,352.74,292.25,352.74,292.25,352.74,-5.16,-60.49,-60.49,-60.49
2011-08-24,39.39,44.52,290.8,350.9,290.8,350.9,290.8,350.9,-5.13,-60.1,-60.1,-60.1
2011-08-25,37.02,41.85,273.9,330.07,273.9,330.07,273.9,330.07,-4.83,-56.17,-56.17,-56.17
2011-08-26,37.87,42.81,279.86,337.82,279.86,337.82,279.86,337.82,-4.94,-57.96,-57.96,-57.96
2011-08-29,38.64,43.7,285.69,344.51,285.69,344.51,285.69,344.51,-5.06,-58.82,-58.82,-58.82
2011-08-30,37.96,42.91,280.58,338.3,280.58,338.3,280.58,338.3,-4.95,-57.72,-57.72,-57.72
2011-08-31,39.06,44.14,288.32,348.2,288.32,348.2,288.32,348.2,-5.08,-59.88,-59.88,-59.88
2011-09-08,40.04,45.25,295.96,356.67,295.96,356.67,295.96,356.67,-5.21,-60.71,-60.71,-60.71
2011-09-16,39.6,44.77,292.56,353.13,292.56,353.13,292.56,353.13,-5.17,-60.57,-60.57,-60.57
2011-09-23,39.52,44.68,291.96,352.57,291.96,352.57,291.96,352.57,-5.16,-60.61,-60.61,-60.61
2011-09-26,36.97,41.82,273.03,329.47,273.03,329.47,273.03,329.47,-4.85,-56.44,-56.44,-56.44
2011-09-27,37.75,42.68,278.64,336.07,278.64,336.07,278.64,336.07,-4.93,-57.43,-57.43,-57.43
2011-09-28,37.2,42.06,274.85,331.14,274.85,331.14,274.85,331.14,-4.86,-56.29,-56.29,-56.29
2011-09-29,36.53,41.3,269.91,325.71,269.91,325.71,269.91,325.71,-4.77,-55.8,-55.8,-55.8
2011-09-30,36.87,41.69,272.31,328.5,272.31,328.5,272.31,328.5,-4.82,-56.19,-56.19,-56.19
2011-10-03,38.06,43.02,280.93,339.03,280.93,339.03,280.93,339.03,-4.96,-58.1,-58.1,-58.1
2011-10-04,38.78,43.84,286.8,345.69,286.8,345.69,286.8,345.69,-5.06,-58.89,-58.89,-58.89
2011-10-05,36.99,41.81,273.5,329.67,273.5,329.67,273.5,329.67,-4.82,-56.17,-56.17,-56.17
2011-10-06,37.94,42.89,280.38,338.47,280.38,338.47,280.38,338.47,-4.95,-58.09,-58.09,-58.09
2011-10-10,37.7,42.62,278.73,335.5,278.73,335.5,278.73,335.5,-4.92,-56.77,-56.77,-56.77
2011-10-11,37.54,42.44,277.53,334.62,277.53,334.62,277.53,334.62,-4.9,-57.09,-57.09,-57.09
2011-10-13,37.33,42.19,275.85,332.3,275.85,332.3,275.85,332.3,-4.86,-56.45,-56.45,-56.45
2011-10-19,36.95,41.76,272.59,328.78,272.59,328.78,272.59,328.78,-4.81,-56.19,-56.19,-56.19
2011-10-20,36.19,40.92,267.89,322.62,267.89,322.62,267.89,322.62,-4.73,-54.73,-54.73,-54.73
2011-10-24,36.49,41.27,269.95,325.7,269.95,325.7,269.95,325.7,-4.78,-55.75,-55.75,-55.75
2011-10-26,37.87,42.8,279.85,337.72,279.85,337.72,279.85,337.72,-4.93,-57.87,-57.87,-57.87
2011-10-27,37.51,42.41,276.84,334.3,276.84,334.3,276.84,334.3,-4.9,-57.46,-57.46,-57.46
2011-11-01,38.25,43.23,282.64,340.99,282.64,340.99,282.64,340.99,-4.98,-58.35,-58.35,-58.35
2011-11-02,38.63,43.69,285.18,343.95,285.18,343.95,285.18,343.95,-5.06,-58.77,-58.77,-58.77
2011-11-03,38.88,43.95,286.97,346.65,286.97,346.65,286.97,346.65,-5.07,-59.68,-59.68,-59.68
2011-11-04,39.22,44.34,289.79,349.35,289.79,349.35,289.79,349.35,-5.12,-59.56,-59.56,-59.56
2011-11-07,39.56,44.72,292.34,352.2,292.34,352.2,292.34,352.2,-5.16,-59.86,-59.86,-59.86
2011-11-18,39.33,44.46,290.53,350.39,290.53,350.39,290.53,350.39,-5.13,-59.86,-59.86,-59.86
2011-11-21,38.91,43.99,287.31,347.02,287.31,347.02,287.31,347.02,-5.08,-59.71,-59.71,-59.71
2011-11-22,38.35,43.38,283.61,342.21,283.61,342.21,283.61,342.21,-5.03,-58.6,-58.6,-58.6
2011-11-23,38.97,44.06,287.89,346.84,287.89,346.84,287.89,346.84,-5.09,-58.95,-58.95,-58.95
2011-11-28,39.42,44.57,291.29,351.72,291.29,351.72,291.29,351.72,-5.15,-60.43,-60.43,-60.43
2011-11-30,39.75,44.92,293.85,354.38,293.85,354.38,293.85,354.38,-5.17,-60.53,-60.53,-60.53
2011-12-06,39.41,44.57,291.34,351.57,291.34,351.57,291.34,351.57,-5.16,-60.23,-60.23,-60.23
2011-12-09,39.48,44.63,291.65,352.04,291.65,352.04,291.65,352.04,-5.15,-60.39,-60.39,-60.39
2011-12-12,38.99,44.08,288.29,347.64,288.29,347.64,288.29,347.64,-5.09,-59.35,-59.35,-59.35
2011-12-13,38.54,43.59,284.84,343.64,284.84,343.64,284.84,343.64,-5.05,-58.8,-58.8,-58.8
2011-12-15,37.5,42.39,277.1,334.43,277.1,334.43,277.1,334.43,-4.89,-57.33,-57.33,-57.33
2011-12-20,37.75,42.67,278.9,336.28,278.9,336.28,278.9,336.28,-4.92,-57.38,-57.38,-57.38
2011-12-21,38.12,43.08,281.28,339.3,281.28,339.3,281.28,339.3,-4.96,-58.02,-58.02,-58.02
2011-12-22,37.84,42.77,279.69,337.01,279.69,337.01,279.69,337.01,-4.93,-57.32,-57.32,-57.32
2011-12-27,37.53,42.43,277.58,334.68,277.58,334.68,277.58,334.68,-4.9,-57.1,-57.1,-57.1
2011-12-28,37.28,42.14,275.33,332.3,275.33,332.3,275.33,332.3,-4.86,-56.97,-56.97,-56.97
2011-12-29,36.63,41.4,270.6,326.18,270.6,326.18,270.6,326.18,-4.77,-55.58,-55.58,-55.58
2011-12-30,37.34,42.21,275.86,332.45,275.86,332.45,275.86,332.45,-4.87,-56.59,-56.59,-56.59
2012-01-03,37.64,42.56,278.07,335.49,278.07,335.49,278.07,335.49,-4.92,-57.42,-57.42,-57.42
2012-01-04,37.93,42.87,280.49,337.86,280.49,337.86,280.49,337.86,-4.94,-57.37,-57.37,-57.37
2012-01-05,38.54,43.58,284.87,343.74,284.87,343.74,284.87,343.74,-5.04,-58.87,-58.87,-58.87
2012-01-09,38.98,44.07,287.84,347.53,287.84,347.53,287.84,347.53,-5.09,-59.69,-59.69,-59.69
2012-01-10,39.27,44.4,290.06,349.65,290.06,349.65,290.06,349.65,-5.13,-59.59,-59.59,-59.59
2012-01-11,39.49,44.65,291.75,351.59,291.75,351.59,291.75,351.59,-5.16,-59.84,-59.84,-59.84
2012-01-13,39.38,44.53,291.21,350.72,291.21,350.72,291.21,350.72,-5.15,-59.51,-59.51,-59.51
2012-01-16,39.91,45.14,295.04,355.43,295.04,355.43,295.04,355.43,-5.23,-60.39,-60.39,-60.39
2012-01-20,39.26,44.41,289.84,349.67,289.84,349.67,289.84,349.67,-5.15,-59.83,-59.83,-59.83
2012-01-24,39.58,44.74,292.63,352.49,292.63,352.49,292.63,352.49,-5.16,-59.86,-59.86,-59.86
2012-01-25,39.36,44.49,290.77,350.46,290.77,350.46,290.77,350.46,-5.13,-59.69,-59.69,-59.69
2012-01-26,40.07,45.29,296.13,356.65,296.13,356.65,296.13,356.65,-5.22,-60.52,-60.52,-60.52
2012-02-09,40.15,45.39,296.65,357.44,296.65,357.44,296.65,357.44,-5.24,-60.79,-60.79,-60.79
2012-03-01,39.65,44.81,292.61,353,292.61,353,292.61,353,-5.16,-60.39,-60.39,-60.39
2012-03-05,39.56,44.71,292.14,352.16,292.14,352.16,292.14,352.16,-5.15,-60.02,-60.02,-60.02
2012-03-07,39.2,44.33,289.66,349.71,289.66,349.71,289.66,349.71,-5.13,-60.05,-60.05,-60.05
2012-03-12,40.06,45.27,296.22,356.87,296.22,356.87,296.22,356.87,-5.21,-60.65,-60.65,-60.65
2012-03-14,39.04,44.12,288.63,348.1,288.63,348.1,288.63,348.1,-5.08,-59.47,-59.47,-59.47
2012-03-15,38.78,43.84,286.31,345.74,286.31,345.74,286.31,345.74,-5.06,-59.43,-59.43,-59.43
2012-03-16,39.04,44.13,288.02,348.16,288.02,348.16,288.02,348.16,-5.09,-60.14,-60.14,-60.14
2012-03-19,38.84,43.89,286.9,345.91,286.9,345.91,286.9,345.91,-5.05,-59.01,-59.01,-59.01
2012-03-20,38.47,43.49,284.03,342.67,284.03,342.67,284.03,342.67,-5.02,-58.64,-58.64,-58.64
2012-03-21,38.24,43.23,282.46,340.88,282.46,340.88,282.46,340.88,-4.99,-58.42,-58.42,-58.42
2012-03-26,38.56,43.6,284.98,343.59,284.98,343.59,284.98,343.59,-5.04,-58.61,-58.61,-58.61
2012-03-27,38.9,43.96,287.36,346.62,287.36,346.62,287.36,346.62,-5.06,-59.26,-59.26,-59.26
2012-03-29,38.31,43.31,282.8,341.08,282.8,341.08,282.8,341.08,-5,-58.28,-58.28,-58.28
2012-04-02,38.45,43.47,283.95,343.04,283.95,343.04,283.95,343.04,-5.02,-59.09,-59.09,-59.09
2012-04-03,38.7,43.75,286.18,344.63,286.18,344.63,286.18,344.63,-5.05,-58.45,-58.45,-58.45
2012-04-04,38.31,43.3,283.21,341.09,283.21,341.09,283.21,341.09,-4.99,-57.88,-57.88,-57.88
2012-04-05,37.95,42.89,280.34,338.17,280.34,338.17,280.34,338.17,-4.94,-57.83,-57.83,-57.83
2012-04-06,38.37,43.38,283.03,341.3,283.03,341.3,283.03,341.3,-5.01,-58.27,-58.27,-58.27
2012-04-09,38.65,43.7,285.3,344.52,285.3,344.52,285.3,344.52,-5.05,-59.22,-59.22,-59.22
2012-04-11,38.91,43.98,287.77,347.07,287.77,347.07,287.77,347.07,-5.07,-59.3,-59.3,-59.3
2012-04-17,38.64,43.68,285.85,344.16,285.85,344.16,285.85,344.16,-5.04,-58.31,-58.31,-58.31
2012-04-19,38.4,43.42,283.49,342.45,283.49,342.45,283.49,342.45,-5.02,-58.96,-58.96,-58.96
2012-04-30,38.63,43.67,285.06,344.49,285.06,344.49,285.06,344.49,-5.04,-59.43,-59.43,-59.43
2012-05-04,38.23,43.21,282.03,340.79,282.03,340.79,282.03,340.79,-4.98,-58.76,-58.76,-58.76
2012-05-07,38.73,43.78,286.51,346.09,286.51,346.09,286.51,346.09,-5.05,-59.58,-59.58,-59.58
2012-05-08,38.62,43.66,285.3,343.82,285.3,343.82,285.3,343.82,-5.04,-58.52,-58.52,-58.52
2012-05-09,37.72,42.63,278.31,335.77,278.31,335.77,278.31,335.77,-4.91,-57.46,-57.46,-57.46
2012-05-14,37.36,42.22,275.91,332.73,275.91,332.73,275.91,332.73,-4.86,-56.82,-56.82,-56.82
2012-05-15,37.15,42,274.58,330.96,274.58,330.96,274.58,330.96,-4.85,-56.38,-56.38,-56.38
2012-05-17,37.35,42.23,276.34,332.75,276.34,332.75,276.34,332.75,-4.88,-56.41,-56.41,-56.41
2012-05-18,38.2,43.19,281.96,340.62,281.96,340.62,281.96,340.62,-4.99,-58.66,-58.66,-58.66
2012-05-21,38.43,43.43,283.7,342.06,283.7,342.06,283.7,342.06,-5,-58.36,-58.36,-58.36
2012-05-22,38.03,42.98,280.53,338.67,280.53,338.67,280.53,338.67,-4.95,-58.14,-58.14,-58.14
2012-05-28,38.53,43.55,284.34,343.38,284.34,343.38,284.34,343.38,-5.02,-59.04,-59.04,-59.04
2012-05-30,38.16,43.15,281.57,339.99,281.57,339.99,281.57,339.99,-4.99,-58.42,-58.42,-58.42
2012-05-31,38.77,43.83,286.63,345.64,286.63,345.64,286.63,345.64,-5.06,-59.01,-59.01,-59.01
2012-06-05,39.76,44.94,293.61,354.27,293.61,354.27,293.61,354.27,-5.18,-60.66,-60.66,-60.66
